date,port,cargo_type,historical_demand,inventory,import_volume,commodity_price,production_index,seasonality,port_traffic,demand
2025-10-01,Paradip,Iron Ore,208838,67773,226581,136.0,125.4,0.87,56,290410
2025-10-01,Chennai,Coal,191566,82828,167291,136.0,125.4,0.87,37,256090
2025-10-01,Chennai,Iron Ore,144910,54732,159200,136.0,125.4,0.87,35,196162
2025-10-01,Kamarajar,Coal,185801,75321,203261,136.0,125.4,0.87,44,251804
2025-10-01,Kamarajar,Iron Ore,139970,52331,135311,136.0,125.4,0.87,38,188119
2025-10-01,Haldia,Coal,147036,62093,154055,136.0,125.4,0.87,39,191604
2025-10-01,Haldia,Iron Ore,114023,39123,101385,136.0,125.4,0.87,28,145091
2025-11-01,Visakhapatnam,Coal,236584,88660,251703,143.2,122.8,0.85,49,314998
2025-11-01,Visakhapatnam,Iron Ore,192002,63168,176444,143.2,122.8,0.85,53,260340
2025-11-01,Paradip,Coal,269838,82706,278331,143.2,122.8,0.85,58,361310
2025-11-01,Paradip,Iron Ore,215208,81914,204001,143.2,122.8,0.85,52,283941
2025-11-01,Chennai,Coal,161416,50636,151344,143.2,122.8,0.85,34,212175
2025-11-01,Chennai,Iron Ore,136407,59224,128673,143.2,122.8,0.85,36,172528
2025-11-01,Kamarajar,Coal,194242,63999,167539,143.2,122.8,0.85,37,249712
2025-11-01,Kamarajar,Iron Ore,148584,48315,136407,143.2,122.8,0.85,41,194369
2025-11-01,Haldia,Coal,163196,62512,152231,143.2,122.8,0.85,31,210419
2025-11-01,Haldia,Iron Ore,105544,34043,106922,143.2,122.8,0.85,35,141918
2025-12-01,Visakhapatnam,Coal,252257,105906,220497,134.2,125.9,0.87,60,335320
2025-12-01,Visakhapatnam,Iron Ore,199632,65162,216397,134.2,125.9,0.87,53,277043
2025-12-01,Paradip,Coal,255192,99648,269006,134.2,125.9,0.87,54,343417
2025-12-01,Paradip,Iron Ore,192556,67556,203461,134.2,125.9,0.87,49,258106
2025-12-01,Chennai,Coal,181113,71630,163794,134.2,125.9,0.87,37,240545
2025-12-01,Chennai,Iron Ore,151561,53934,153757,134.2,125.9,0.87,33,209186
2025-12-01,Kamarajar,Coal,187462,62029,197889,134.2,125.9,0.87,35,256366
2025-12-01,Kamarajar,Iron Ore,159300,63618,149987,134.2,125.9,0.87,35,208294
2025-12-01,Haldia,Coal,140931,59352,126865,134.2,125.9,0.87,35,187514
2025-12-01,Haldia,Iron Ore,128175,51835,125824,134.2,125.9,0.87,20,173659
2026-01-01,Visakhapatnam,Coal,272600,92901,254631,143.3,133.2,0.925,53,386078
2026-01-01,Visakhapatnam,Iron Ore,219145,70600,225154,143.3,133.2,0.925,52,321429
2026-01-01,Paradip,Coal,289654,87412,296674,143.3,133.2,0.925,49,419795
2026-01-01,Paradip,Iron Ore,246041,101601,222684,143.3,133.2,0.925,51,342077
2026-01-01,Chennai,Coal,213217,68486,230745,143.3,133.2,0.925,36,305693
2026-01-01,Chennai,Iron Ore,154410,56693,160530,143.3,133.2,0.925,34,225972
2026-01-01,Kamarajar,Coal,209767,65410,227786,143.3,133.2,0.925,45,310096
2026-01-01,Kamarajar,Iron Ore,165513,50229,165519,143.3,133.2,0.925,40,231128
2026-01-01,Haldia,Coal,174812,63980,165777,143.3,133.2,0.925,32,238808
2026-01-01,Haldia,Iron Ore,134368,57467,144934,143.3,133.2,0.925,29,190278
2026-02-01,Visakhapatnam,Coal,292792,109166,265815,138.9,131.9,1.0,52,406411
2026-02-01,Visakhapatnam,Iron Ore,232520,81878,242367,138.9,131.9,1.0,61,333392
2026-02-01,Paradip,Coal,325442,100970,330462,138.9,131.9,1.0,59,471735
2026-02-01,Paradip,Iron Ore,243311,84418,224818,138.9,131.9,1.0,55,337973
2026-02-01,Chennai,Coal,226572,98573,193350,138.9,131.9,1.0,39,316951
2026-02-01,Chennai,Iron Ore,165910,53398,142638,138.9,131.9,1.0,33,226983
2026-02-01,Kamarajar,Coal,218456,91049,230646,138.9,131.9,1.0,41,303128
2026-02-01,Kamarajar,Iron Ore,178196,57635,179732,138.9,131.9,1.0,42,248666
2026-02-01,Haldia,Coal,183304,70042,201560,138.9,131.9,1.0,40,264845
2026-02-01,Haldia,Iron Ore,137297,43197,124740,138.9,131.9,1.0,28,194335
2026-03-01,Visakhapatnam,Coal,311808,111116,282262,130.7,127.0,1.075,51,422827
2026-03-01,Visakhapatnam,Iron Ore,236856,88184,244416,130.7,127.0,1.075,54,318765
2026-03-01,Paradip,Coal,326813,119378,310936,130.7,127.0,1.075,56,445915
2026-03-01,Paradip,Iron Ore,268629,116990,277727,130.7,127.0,1.075,55,362620
2026-03-01,Chennai,Coal,233297,81904,208518,130.7,127.0,1.075,44,310738
2026-03-01,Chennai,Iron Ore,173988,65633,162815,130.7,127.0,1.075,40,238117
2026-03-01,Kamarajar,Coal,228264,100338,197312,130.7,127.0,1.075,36,304760
2026-03-01,Kamarajar,Iron Ore,190417,84224,179854,130.7,127.0,1.075,45,254889
2026-03-01,Haldia,Coal,180862,81333,180659,130.7,127.0,1.075,27,247535
2026-03-01,Haldia,Iron Ore,149231,62584,156179,130.7,127.0,1.075,23,199002
2026-04-01,Visakhapatnam,Coal,322524,137007,307919,137.1,127.3,1.13,55,435204
2026-04-01,Visakhapatnam,Iron Ore,251635,101876,273780,137.1,127.3,1.13,54,349310
2026-04-01,Paradip,Coal,335807,140104,319932,137.1,127.3,1.13,55,459013
2026-04-01,Paradip,Iron Ore,277199,106220,245667,137.1,127.3,1.13,51,376693
2026-04-01,Chennai,Coal,247927,80228,242486,137.1,127.3,1.13,38,344978
2026-04-01,Chennai,Iron Ore,204105,64005,174864,137.1,127.3,1.13,36,269815
2026-04-01,Kamarajar,Coal,261764,112930,262556,137.1,127.3,1.13,39,352135
2026-04-01,Kamarajar,Iron Ore,201814,85428,194916,137.1,127.3,1.13,36,266977
2026-04-01,Haldia,Coal,192188,77325,175411,137.1,127.3,1.13,29,265583
2026-04-01,Haldia,Iron Ore,145907,55788,143583,137.1,127.3,1.13,32,192318
2026-05-01,Visakhapatnam,Coal,321488,107032,293884,139.7,130.2,1.15,52,445790
2026-05-01,Visakhapatnam,Iron Ore,257255,90832,281627,139.7,130.2,1.15,60,361422
2026-05-01,Paradip,Coal,364052,152571,387493,139.7,130.2,1.15,56,512759
2026-05-01,Paradip,Iron Ore,286756,128068,288486,139.7,130.2,1.15,55,393771
2026-05-01,Chennai,Coal,244670,74516,253206,139.7,130.2,1.15,39,346972
2026-05-01,Chennai,Iron Ore,194987,59119,184394,139.7,130.2,1.15,36,273917
2026-05-01,Kamarajar,Coal,257808,107506,238570,139.7,130.2,1.15,41,357712
2026-05-01,Kamarajar,Iron Ore,205195,82394,199093,139.7,130.2,1.15,43,284730
2026-05-01,Haldia,Coal,190787,81640,177748,139.7,130.2,1.15,29,253939
2026-05-01,Haldia,Iron Ore,159138,50921,156920,139.7,130.2,1.15,37,226175
2026-06-01,Visakhapatnam,Coal,324741,111398,293182,138.6,135.0,1.13,47,460441
2026-06-01,Visakhapatnam,Iron Ore,268205,97052,265346,138.6,135.0,1.13,56,389320
2026-06-01,Paradip,Coal,345308,115122,363971,138.6,135.0,1.13,49,503505
2026-06-01,Paradip,Iron Ore,271303,105794,274435,138.6,135.0,1.13,55,391992
2026-06-01,Chennai,Coal,228802,98592,237903,138.6,135.0,1.13,36,327748
2026-06-01,Chennai,Iron Ore,187968,59322,171681,138.6,135.0,1.13,39,262740
2026-06-01,Kamarajar,Coal,254447,82700,230277,138.6,135.0,1.13,41,363838
2026-06-01,Kamarajar,Iron Ore,197516,61062,205528,138.6,135.0,1.13,40,288832
2026-06-01,Haldia,Coal,181561,67308,185657,138.6,135.0,1.13,34,258093
2026-06-01,Haldia,Iron Ore,149666,51432,161850,138.6,135.0,1.13,23,215295
2026-07-01,Visakhapatnam,Coal,321011,105550,329754,136.3,132.2,1.075,49,464437
2026-07-01,Visakhapatnam,Iron Ore,248108,96762,250157,136.3,132.2,1.075,48,354761
2026-07-01,Paradip,Coal,324824,120861,344217,136.3,132.2,1.075,57,467609
2026-07-01,Paradip,Iron Ore,270620,110902,290599,136.3,132.2,1.075,56,384469
2026-07-01,Chennai,Coal,240709,81197,260046,136.3,132.2,1.075,44,345371
2026-07-01,Chennai,Iron Ore,168028,61680,174365,136.3,132.2,1.075,35,247493
2026-07-01,Kamarajar,Coal,252026,101895,225593,136.3,132.2,1.075,42,350672
2026-07-01,Kamarajar,Iron Ore,203096,61341,189043,136.3,132.2,1.075,38,291892
2026-07-01,Haldia,Coal,177710,72039,173211,136.3,132.2,1.075,26,247954
2026-07-01,Haldia,Iron Ore,159896,65253,162418,136.3,132.2,1.075,29,224809
2026-08-01,Visakhapatnam,Coal,284352,109449,299840,146.2,131.3,1.0,52,404930
2026-08-01,Visakhapatnam,Iron Ore,215645,89638,185350,146.2,131.3,1.0,50,293783
2026-08-01,Paradip,Coal,318044,114640,270817,146.2,131.3,1.0,59,441424
2026-08-01,Paradip,Iron Ore,245354,97721,267984,146.2,131.3,1.0,53,342814
2026-08-01,Chennai,Coal,196778,84635,205058,146.2,131.3,1.0,43,281493
2026-08-01,Chennai,Iron Ore,158256,54086,156240,146.2,131.3,1.0,39,216188
2026-08-01,Kamarajar,Coal,228596,71821,198250,146.2,131.3,1.0,38,315882
2026-08-01,Kamarajar,Iron Ore,175532,63182,170077,146.2,131.3,1.0,37,248736
2026-08-01,Haldia,Coal,174294,63309,168811,146.2,131.3,1.0,34,246897
2026-08-01,Haldia,Iron Ore,136129,52653,127016,146.2,131.3,1.0,34,187335
2026-09-01,Visakhapatnam,Coal,276083,107697,273495,147.9,128.2,0.925,55,375626
2026-09-01,Visakhapatnam,Iron Ore,211755,78448,215474,147.9,128.2,0.925,56,291268
2026-09-01,Paradip,Coal,297010,115916,261242,147.9,128.2,0.925,51,395811
2026-09-01,Paradip,Iron Ore,235213,100371,239536,147.9,128.2,0.925,55,317352
2026-09-01,Chennai,Coal,187900,68254,200152,147.9,128.2,0.925,34,264914
2026-09-01,Chennai,Iron Ore,142488,47659,128930,147.9,128.2,0.925,28,197124
2026-09-01,Kamarajar,Coal,206821,87380,202724,147.9,128.2,0.925,40,280723
2026-09-01,Kamarajar,Iron Ore,169411,72572,169395,147.9,128.2,0.925,43,231126
2026-09-01,Haldia,Coal,161738,52899,147948,147.9,128.2,0.925,31,227116
2026-09-01,Haldia,Iron Ore,144268,56950,136713,147.9,128.2,0.925,25,192153
